21 21 
21.0963 20.9375 
21.192 20.8756 
21.2873 20.8143 
21.3821 20.7536 
21.4765 20.6936 
21.5704 20.6342 
21.6639 20.5753 
21.7569 20.5171 
21.8494 20.4594 
21.9416 20.4024 
22.0333 20.3459 
22.1246 20.29 
22.2154 20.2346 
22.3059 20.1798 
22.3959 20.1255 
22.4856 20.0718 
22.5749 20.0186 
22.6637 19.966 
22.7522 19.9139 
22.8403 19.8623 
22.9281 19.8112 
23.0155 19.7606 
23.1025 19.7105 
23.1891 19.6609 
23.2754 19.6118 
23.3614 19.5632 
23.447 19.5151 
23.5322 19.4675 
23.6172 19.4203 
23.7018 19.3736 
23.786 19.3274 
23.87 19.2816 
23.9536 19.2362 
24.0369 19.1914 
24.1199 19.1469 
24.2026 19.1029 
24.285 19.0593 
24.3671 19.0162 
24.4489 18.9735 
24.5304 18.9312 
24.6117 18.8893 
24.6926 18.8479 
24.7733 18.8068 
24.8537 18.7662 
24.9338 18.7259 
25.0137 18.686 
25.0932 18.6466 
25.1726 18.6075 
25.2516 18.5688 
25.3304 18.5305 
25.409 18.4926 
25.4873 18.455 
25.5654 18.4178 
25.6432 18.381 
25.7208 18.3446 
25.7982 18.3085 
25.8753 18.2727 
25.9522 18.2373 
26.0288 18.2023 
26.1053 18.1676 
26.1815 18.1333 
26.2575 18.0993 
26.3333 18.0656 
26.4089 18.0322 
26.4842 17.9992 
26.5594 17.9665 
26.6344 17.9342 
26.7091 17.9021 
26.7837 17.8704 
26.858 17.839 
26.9322 17.8079 
27.0062 17.7771 
27.08 17.7467 
27.1536 17.7165 
27.227 17.6866 
27.3002 17.6571 
27.3733 17.6278 
27.4462 17.5988 
27.5189 17.5701 
27.5914 17.5417 
27.6638 17.5136 
27.736 17.4857 
27.808 17.4582 
27.8799 17.4309 
27.9516 17.4039 
28.0231 17.3772 
28.0945 17.3507 
28.1658 17.3245 
28.2369 17.2986 
28.3078 17.273 
28.3786 17.2476 
28.4493 17.2224 
28.5198 17.1975 
28.5901 17.1729 
28.6603 17.1485 
28.7304 17.1244 
28.8004 17.1005 
28.8702 17.0769 
28.9398 17.0535 
29.0094 17.0304 
29.0788 17.0075 
29.1481 16.9848 
29.2173 16.9624 
29.2863 16.9402 
29.3552 16.9183 
29.424 16.8965 
29.4927 16.875 
29.5612 16.8538 
29.6297 16.8327 
29.698 16.8119 
29.7662 16.7913 
29.8343 16.7709 
29.9024 16.7508 
29.9702 16.7308 
30.038 16.7111 
30.1057 16.6916 
30.1733 16.6723 
30.2408 16.6532 
30.3082 16.6343 
30.3754 16.6156 
30.4426 16.5971 
30.5097 16.5788 
30.5767 16.5607 
30.6436 16.5429 
30.7104 16.5252 
30.7771 16.5077 
30.8438 16.4904 
30.9103 16.4733 
30.9768 16.4564 
31.0432 16.4397 
31.1095 16.4232 
31.1757 16.4068 
31.2418 16.3907 
31.3079 16.3747 
31.3738 16.3589 
31.4397 16.3433 
31.5056 16.3279 
31.5713 16.3127 
31.637 16.2976 
31.7026 16.2827 
31.7681 16.268 
31.8336 16.2535 
31.899 16.2391 
31.9643 16.2249 
32.0296 16.2109 
32.0948 16.1971 
32.16 16.1834 
32.225 16.1699 
32.2901 16.1565 
32.355 16.1433 
32.4199 16.1303 
32.4848 16.1174 
32.5495 16.1047 
32.6143 16.0922 
32.6789 16.0798 
32.7436 16.0675 
32.8081 16.0555 
32.8727 16.0436 
32.9371 16.0318 
33.0015 16.0202 
33.0659 16.0087 
33.1302 15.9974 
33.1945 15.9862 
33.2587 15.9752 
33.3229 15.9643 
33.3871 15.9536 
33.4512 15.943 
33.5152 15.9326 
33.5793 15.9223 
33.6432 15.9122 
33.7072 15.9022 
33.7711 15.8923 
33.8349 15.8826 
33.8988 15.873 
33.9626 15.8635 
34.0263 15.8542 
34.0901 15.845 
34.1538 15.836 
34.2174 15.8271 
34.2811 15.8183 
34.3447 15.8096 
34.4082 15.8011 
34.4718 15.7927 
34.5353 15.7845 
34.5988 15.7763 
34.6623 15.7683 
34.7257 15.7605 
34.7891 15.7527 
34.8525 15.7451 
34.9159 15.7376 
34.9793 15.7302 
35.0426 15.7229 
35.1059 15.7158 
35.1692 15.7088 
35.2325 15.7019 
35.2957 15.6951 
35.359 15.6884 
35.4222 15.6819 
35.4854 15.6755 
35.5486 15.6692 
35.6118 15.663 
35.675 15.6569 
35.7381 15.6509 
35.8013 15.6451 
35.8644 15.6393 
35.9275 15.6337 
35.9906 15.6282 
36.0537 15.6228 
36.1168 15.6175 
36.1799 15.6123 
36.243 15.6072 
36.3061 15.6022 
36.3691 15.5973 
36.4322 15.5926 
36.4952 15.5879 
36.5583 15.5834 
36.6214 15.5789 
36.6844 15.5746 
36.7475 15.5703 
36.8105 15.5662 
