-100   -100   21
-100   -99   21
-100   -98   21
-100   -97   21
-100   -96   21
-100   -95   21
-100   -94   21
-100   -93   21
-100   -92   21
-100   -91   21
-100   -90   21
-100   -89   21
-100   -88   21
-100   -87   21
-100   -86   21
-100   -85   21
-100   -84   21
-100   -83   21
-100   -82   21
-100   -81   21
-100   -80   21
-100   -79   21
-100   -78   21
-100   -77   21
-100   -76   21
-100   -75   21
-100   -74   21
-100   -73   21
-100   -72   21
-100   -71   21
-100   -70   21
-100   -69   21
-100   -68   21
-100   -67   21
-100   -66   21
-100   -65   21
-100   -64   21
-100   -63   21
-100   -62   21
-100   -61   21
-100   -60   21
-100   -59   21
-100   -58   21
-100   -57   21
-100   -56   21
-100   -55   21
-100   -54   21
-100   -53   21
-100   -52   21
-100   -51   21
-100   -50   21
-100   -49   21
-100   -48   21
-100   -47   21
-100   -46   21
-100   -45   21
-100   -44   21
-100   -43   21
-100   -42   21
-100   -41   21
-100   -40   21
-100   -39   21
-100   -38   21
-100   -37   21
-100   -36   21
-100   -35   21
-100   -34   21
-100   -33   21
-100   -32   21
-100   -31   20
-100   -30   17
-100   -29   18
-100   -28   16
-100   -27   14
-100   -26   15
-100   -25   17
-100   -24   13
-100   -23   13
-100   -22   13
-100   -21   13
-100   -20   12
-100   -19   12
-100   -18   13
-100   -17   13
-100   -16   13
-100   -15   13
-100   -14   13
-100   -13   13
-100   -12   13
-100   -11   13
-100   -10   13
-100   -9   13
-100   -8   14
-100   -7   14
-100   -6   14
-100   -5   14
-100   -4   14
-100   -3   15
-100   -2   15
-100   -1   16
-100   0   21
-100   1   16
-100   2   15
-100   3   15
-100   4   14
-100   5   14
-100   6   14
-100   7   14
-100   8   14
-100   9   13
-100   10   13
-100   11   13
-100   12   13
-100   13   13
-100   14   13
-100   15   13
-100   16   13
-100   17   13
-100   18   13
-100   19   12
-100   20   12
-100   21   13
-100   22   13
-100   23   13
-100   24   13
-100   25   17
-100   26   15
-100   27   14
-100   28   16
-100   29   18
-100   30   17
-100   31   20
-100   32   21
-100   33   21
-100   34   21
-100   35   21
-100   36   21
-100   37   21
-100   38   21
-100   39   21
-100   40   21
-100   41   21
-100   42   21
-100   43   21
-100   44   21
-100   45   21
-100   46   21
-100   47   21
-100   48   21
-100   49   21
-100   50   21
-100   51   21
-100   52   21
-100   53   21
-100   54   21
-100   55   21
-100   56   21
-100   57   21
-100   58   21
-100   59   21
-100   60   21
-100   61   21
-100   62   21
-100   63   21
-100   64   21
-100   65   21
-100   66   21
-100   67   21
-100   68   21
-100   69   21
-100   70   21
-100   71   21
-100   72   21
-100   73   21
-100   74   21
-100   75   21
-100   76   21
-100   77   21
-100   78   21
-100   79   21
-100   80   21
-100   81   21
-100   82   21
-100   83   21
-100   84   21
-100   85   21
-100   86   21
-100   87   21
-100   88   21
-100   89   21
-100   90   21
-100   91   21
-100   92   21
-100   93   21
-100   94   21
-100   95   21
-100   96   21
-100   97   21
-100   98   21
-100   99   21
-100   100   21
-99   -100   21
-99   -99   21
-99   -98   21
-99   -97   21
-99   -96   21
-99   -95   21
-99   -94   21
-99   -93   21
-99   -92   21
-99   -91   21
-99   -90   21
-99   -89   21
-99   -88   21
-99   -87   21
-99   -86   21
-99   -85   21
-99   -84   21
-99   -83   21
-99   -82   21
-99   -81   21
-99   -80   21
-99   -79   21
-99   -78   21
-99   -77   21
-99   -76   21
-99   -75   21
-99   -74   21
-99   -73   21
-99   -72   21
-99   -71   21
-99   -70   21
-99   -69   21
-99   -68   21
-99   -67   21
-99   -66   21
-99   -65   21
-99   -64   21
-99   -63   21
-99   -62   21
-99   -61   21
-99   -60   21
-99   -59   21
-99   -58   21
-99   -57   21
-99   -56   21
-99   -55   21
-99   -54   21
-99   -53   21
-99   -52   21
-99   -51   21
-99   -50   21
-99   -49   21
-99   -48   21
-99   -47   21
-99   -46   21
-99   -45   21
-99   -44   21
-99   -43   21
-99   -42   21
-99   -41   21
-99   -40   21
-99   -39   21
-99   -38   21
-99   -37   21
-99   -36   21
-99   -35   21
-99   -34   21
-99   -33   21
-99   -32   21
-99   -31   20
-99   -30   18
-99   -29   19
-99   -28   16
-99   -27   14
-99   -26   15
-99   -25   16
-99   -24   13
-99   -23   13
-99   -22   13
-99   -21   13
-99   -20   12
-99   -19   12
-99   -18   13
-99   -17   13
-99   -16   13
-99   -15   13
-99   -14   13
-99   -13   13
-99   -12   13
-99   -11   13
-99   -10   13
-99   -9   13
-99   -8   14
-99   -7   14
-99   -6   14
-99   -5   14
-99   -4   14
-99   -3   15
-99   -2   15
-99   -1   16
-99   0   21
-99   1   16
-99   2   15
-99   3   15
-99   4   14
-99   5   14
-99   6   14
-99   7   14
-99   8   14
-99   9   13
-99   10   13
-99   11   13
-99   12   13
-99   13   13
-99   14   13
-99   15   13
-99   16   13
-99   17   13
-99   18   13
-99   19   12
-99   20   12
-99   21   13
-99   22   13
-99   23   13
-99   24   13
-99   25   16
-99   26   15
-99   27   14
-99   28   16
-99   29   19
-99   30   18
-99   31   20
-99   32   21
-99   33   21
-99   34   21
-99   35   21
-99   36   21
-99   37   21
-99   38   21
-99   39   21
-99   40   21
-99   41   21
-99   42   21
-99   43   21
-99   44   21
-99   45   21
-99   46   21
-99   47   21
-99   48   21
-99   49   21
-99   50   21
-99   51   21
-99   52   21
-99   53   21
-99   54   21
-99   55   21
-99   56   21
-99   57   21
-99   58   21
-99   59   21
-99   60   21
-99   61   21
-99   62   21
-99   63   21
-99   64   21
-99   65   21
-99   66   21
-99   67   21
-99   68   21
-99   69   21
-99   70   21
-99   71   21
-99   72   21
-99   73   21
-99   74   21
-99   75   21
-99   76   21
-99   77   21
-99   78   21
-99   79   21
-99   80   21
-99   81   21
-99   82   21
-99   83   21
-99   84   21
-99   85   21
-99   86   21
-99   87   21
-99   88   21
-99   89   21
-99   90   21
-99   91   21
-99   92   21
-99   93   21
-99   94   21
-99   95   21
-99   96   21
-99   97   21
-99   98   21
-99   99   21
-99   100   21
-98   -100   21
-98   -99   21
-98   -98   21
-98   -97   21
-98   -96   21
-98   -95   21
-98   -94   21
-98   -93   21
-98   -92   21
-98   -91   21
-98   -90   21
-98   -89   21
-98   -88   21
-98   -87   21
-98   -86   21
-98   -85   21
-98   -84   21
-98   -83   21
-98   -82   21
-98   -81   21
-98   -80   21
-98   -79   21
-98   -78   21
-98   -77   21
-98   -76   21
-98   -75   21
-98   -74   21
-98   -73   21
-98   -72   21
-98   -71   21
-98   -70   21
-98   -69   21
-98   -68   21
-98   -67   21
-98   -66   21
-98   -65   21
-98   -64   21
-98   -63   21
-98   -62   21
-98   -61   21
-98   -60   21
-98   -59   21
-98   -58   21
-98   -57   21
-98   -56   21
-98   -55   21
-98   -54   21
-98   -53   21
-98   -52   21
-98   -51   21
-98   -50   21
-98   -49   21
-98   -48   21
-98   -47   21
-98   -46   21
-98   -45   21
-98   -44   21
-98   -43   21
-98   -42   21
-98   -41   21
-98   -40   21
-98   -39   21
-98   -38   21
-98   -37   21
-98   -36   21
-98   -35   21
-98   -34   21
-98   -33   21
-98   -32   21
-98   -31   21
-98   -30   20
-98   -29   17
-98   -28   16
-98   -27   14
-98   -26   14
-98   -25   15
-98   -24   13
-98   -23   13
-98   -22   13
-98   -21   12
-98   -20   12
-98   -19   12
-98   -18   12
-98   -17   13
-98   -16   13
-98   -15   13
-98   -14   13
-98   -13   13
-98   -12   13
-98   -11   13
-98   -10   13
-98   -9   13
-98   -8   13
-98   -7   14
-98   -6   14
-98   -5   14
-98   -4   14
-98   -3   15
-98   -2   15
-98   -1   16
-98   0   21
-98   1   16
-98   2   15
-98   3   15
-98   4   14
-98   5   14
-98   6   14
-98   7   14
-98   8   13
-98   9   13
-98   10   13
-98   11   13
-98   12   13
-98   13   13
-98   14   13
-98   15   13
-98   16   13
-98   17   13
-98   18   12
-98   19   12
-98   20   12
-98   21   12
-98   22   13
-98   23   13
-98   24   13
-98   25   15
-98   26   14
-98   27   14
-98   28   16
-98   29   17
-98   30   20
-98   31   21
-98   32   21
-98   33   21
-98   34   21
-98   35   21
-98   36   21
-98   37   21
-98   38   21
-98   39   21
-98   40   21
-98   41   21
-98   42   21
-98   43   21
-98   44   21
-98   45   21
-98   46   21
-98   47   21
-98   48   21
-98   49   21
-98   50   21
-98   51   21
-98   52   21
-98   53   21
-98   54   21
-98   55   21
-98   56   21
-98   57   21
-98   58   21
-98   59   21
-98   60   21
-98   61   21
-98   62   21
-98   63   21
-98   64   21
-98   65   21
-98   66   21
-98   67   21
-98   68   21
-98   69   21
-98   70   21
-98   71   21
-98   72   21
-98   73   21
-98   74   21
-98   75   21
-98   76   21
-98   77   21
-98   78   21
-98   79   21
-98   80   21
-98   81   21
-98   82   21
-98   83   21
-98   84   21
-98   85   21
-98   86   21
-98   87   21
-98   88   21
-98   89   21
-98   90   21
-98   91   21
-98   92   21
-98   93   21
-98   94   21
-98   95   21
-98   96   21
-98   97   21
-98   98   21
-98   99   21
-98   100   21
-97   -100   21
-97   -99   21
-97   -98   21
-97   -97   21
-97   -96   21
-97   -95   21
-97   -94   21
-97   -93   21
-97   -92   21
-97   -91   21
-97   -90   21
-97   -89   21
-97   -88   21
-97   -87   21
-97   -86   21
-97   -85   21
-97   -84   21
-97   -83   21
-97   -82   21
-97   -81   21
-97   -80   21
-97   -79   21
-97   -78   21
-97   -77   21
-97   -76   21
-97   -75   21
-97   -74   21
-97   -73   21
-97   -72   21
-97   -71   21
-97   -70   21
-97   -69   21
-97   -68   21
-97   -67   21
-97   -66   21
-97   -65   21
-97   -64   21
-97   -63   21
-97   -62   21
-97   -61   21
-97   -60   21
-97   -59   21
-97   -58   21
-97   -57   21
-97   -56   21
-97   -55   21
-97   -54   21
-97   -53   21
-97   -52   21
-97   -51   21
-97   -50   21
-97   -49   21
-97   -48   21
-97   -47   21
-97   -46   21
-97   -45   21
-97   -44   21
-97   -43   21
-97   -42   21
-97   -41   21
-97   -40   21
-97   -39   21
-97   -38   21
-97   -37   21
-97   -36   21
-97   -35   21
-97   -34   21
-97   -33   21
-97   -32   21
-97   -31   21
-97   -30   17
-97   -29   17
-97   -28   16
-97   -27   14
-97   -26   14
-97   -25   15
-97   -24   13
-97   -23   13
-97   -22   13
-97   -21   12
-97   -20   12
-97   -19   12
-97   -18   12
-97   -17   13
-97   -16   13
-97   -15   13
-97   -14   13
-97   -13   13
-97   -12   13
-97   -11   13
-97   -10   13
-97   -9   13
-97   -8   13
-97   -7   13
-97   -6   14
-97   -5   14
-97   -4   14
-97   -3   15
-97   -2   15
-97   -1   16
-97   0   21
-97   1   16
-97   2   15
-97   3   15
-97   4   14
-97   5   14
-97   6   14
-97   7   13
-97   8   13
-97   9   13
-97   10   13
-97   11   13
-97   12   13
-97   13   13
-97   14   13
-97   15   13
-97   16   13
-97   17   13
-97   18   12
-97   19   12
-97   20   12
-97   21   12
-97   22   13
-97   23   13
-97   24   13
-97   25   15
-97   26   14
-97   27   14
-97   28   16
-97   29   17
-97   30   17
-97   31   21
-97   32   21
-97   33   21
-97   34   21
-97   35   21
-97   36   21
-97   37   21
-97   38   21
-97   39   21
-97   40   21
-97   41   21
-97   42   21
-97   43   21
-97   44   21
-97   45   21
-97   46   21
-97   47   21
-97   48   21
-97   49   21
-97   50   21
-97   51   21
-97   52   21
-97   53   21
-97   54   21
-97   55   21
-97   56   21
-97   57   21
-97   58   21
-97   59   21
-97   60   21
-97   61   21
-97   62   21
-97   63   21
-97   64   21
-97   65   21
-97   66   21
-97   67   21
-97   68   21
-97   69   21
-97   70   21
-97   71   21
-97   72   21
-97   73   21
-97   74   21
-97   75   21
-97   76   21
-97   77   21
-97   78   21
-97   79   21
-97   80   21
-97   81   21
-97   82   21
-97   83   21
-97   84   21
-97   85   21
-97   86   21
-97   87   21
-97   88   21
-97   89   21
-97   90   21
-97   91   21
-97   92   21
-97   93   21
-97   94   21
-97   95   21
-97   96   21
-97   97   21
-97   98   21
-97   99   21
-97   100   21
-96   -100   21
-96   -99   21
-96   -98   21
-96   -97   21
-96   -96   21
-96   -95   21
-96   -94   21
-96   -93   21
-96   -92   21
-96   -91   21
-96   -90   21
-96   -89   21
-96   -88   21
-96   -87   21
-96   -86   21
-96   -85   21
-96   -84   21
-96   -83   21
-96   -82   21
-96   -81   21
-96   -80   21
-96   -79   21
-96   -78   21
-96   -77   21
-96   -76   21
-96   -75   21
-96   -74   21
-96   -73   21
-96   -72   21
-96   -71   21
-96   -70   21
-96   -69   21
-96   -68   21
-96   -67   21
-96   -66   21
-96   -65   21
-96   -64   21
-96   -63   21
-96   -62   21
-96   -61   21
-96   -60   21
-96   -59   21
-96   -58   21
-96   -57   21
-96   -56   21
-96   -55   21
-96   -54   21
-96   -53   21
-96   -52   21
-96   -51   21
-96   -50   21
-96   -49   21
-96   -48   21
-96   -47   21
-96   -46   21
-96   -45   21
-96   -44   21
-96   -43   21
-96   -42   21
-96   -41   21
-96   -40   21
-96   -39   21
-96   -38   21
-96   -37   21
-96   -36   21
-96   -35   21
-96   -34   21
-96   -33   21
-96   -32   21
-96   -31   21
-96   -30   17
-96   -29   16
-96   -28   16
-96   -27   14
-96   -26   14
-96   -25   14
-96   -24   13
-96   -23   13
-96   -22   13
-96   -21   12
-96   -20   12
-96   -19   12
-96   -18   12
-96   -17   13
-96   -16   13
-96   -15   13
-96   -14   13
-96   -13   13
-96   -12   13
-96   -11   13
-96   -10   13
-96   -9   13
-96   -8   13
-96   -7   13
-96   -6   14
-96   -5   14
-96   -4   14
-96   -3   15
-96   -2   15
-96   -1   16
-96   0   21
-96   1   16
-96   2   15
-96   3   15
-96   4   14
-96   5   14
-96   6   14
-96   7   13
-96   8   13
-96   9   13
-96   10   13
-96   11   13
-96   12   13
-96   13   13
-96   14   13
-96   15   13
-96   16   13
-96   17   13
-96   18   12
-96   19   12
-96   20   12
-96   21   12
-96   22   13
-96   23   13
-96   24   13
-96   25   14
-96   26   14
-96   27   14
-96   28   16
-96   29   16
-96   30   17
-96   31   21
-96   32   21
-96   33   21
-96   34   21
-96   35   21
-96   36   21
-96   37   21
-96   38   21
-96   39   21
-96   40   21
-96   41   21
-96   42   21
-96   43   21
-96   44   21
-96   45   21
-96   46   21
-96   47   21
-96   48   21
-96   49   21
-96   50   21
-96   51   21
-96   52   21
-96   53   21
-96   54   21
-96   55   21
-96   56   21
-96   57   21
-96   58   21
-96   59   21
-96   60   21
-96   61   21
-96   62   21
-96   63   21
-96   64   21
-96   65   21
-96   66   21
-96   67   21
-96   68   21
-96   69   21
-96   70   21
-96   71   21
-96   72   21
-96   73   21
-96   74   21
-96   75   21
-96   76   21
-96   77   21
-96   78   21
-96   79   21
-96   80   21
-96   81   21
-96   82   21
-96   83   21
-96   84   21
-96   85   21
-96   86   21
-96   87   21
-96   88   21
-96   89   21
-96   90   21
-96   91   21
-96   92   21
-96   93   21
-96   94   21
-96   95   21
-96   96   21
-96   97   21
-96   98   21
-96   99   21
-96   100   21
-95   -100   21
-95   -99   21
-95   -98   21
-95   -97   21
-95   -96   21
-95   -95   21
-95   -94   21
-95   -93   21
-95   -92   21
-95   -91   21
-95   -90   21
-95   -89   21
-95   -88   21
-95   -87   21
-95   -86   21
-95   -85   21
-95   -84   21
-95   -83   21
-95   -82   21
-95   -81   21
-95   -80   21
-95   -79   21
-95   -78   21
-95   -77   21
-95   -76   21
-95   -75   21
-95   -74   21
-95   -73   21
-95   -72   21
-95   -71   21
-95   -70   21
-95   -69   21
-95   -68   21
-95   -67   21
-95   -66   21
-95   -65   21
-95   -64   21
-95   -63   21
-95   -62   21
-95   -61   21
-95   -60   21
-95   -59   21
-95   -58   21
-95   -57   21
-95   -56   21
-95   -55   21
-95   -54   21
-95   -53   21
-95   -52   21
-95   -51   21
-95   -50   21
-95   -49   21
-95   -48   21
-95   -47   21
-95   -46   21
-95   -45   21
-95   -44   21
-95   -43   21
-95   -42   21
-95   -41   21
-95   -40   21
-95   -39   21
-95   -38   21
-95   -37   21
-95   -36   21
-95   -35   21
-95   -34   21
-95   -33   21
-95   -32   21
-95   -31   21
-95   -30   17
-95   -29   17
-95   -28   16
-95   -27   14
-95   -26   14
-95   -25   14
-95   -24   13
-95   -23   13
-95   -22   13
-95   -21   12
-95   -20   12
-95   -19   12
-95   -18   12
-95   -17   12
-95   -16   13
-95   -15   13
-95   -14   13
-95   -13   13
-95   -12   13
-95   -11   13
-95   -10   13
-95   -9   13
-95   -8   13
-95   -7   13
-95   -6   14
-95   -5   14
-95   -4   14
-95   -3   15
-95   -2   15
-95   -1   16
-95   0   21
-95   1   16
-95   2   15
-95   3   15
-95   4   14
-95   5   14
-95   6   14
-95   7   13
-95   8   13
-95   9   13
-95   10   13
-95   11   13
-95   12   13
-95   13   13
-95   14   13
-95   15   13
-95   16   13
-95   17   12
-95   18   12
-95   19   12
-95   20   12
-95   21   12
-95   22   13
-95   23   13
-95   24   13
-95   25   14
-95   26   14
-95   27   14
-95   28   16
-95   29   17
-95   30   17
-95   31   21
-95   32   21
-95   33   21
-95   34   21
-95   35   21
-95   36   21
-95   37   21
-95   38   21
-95   39   21
-95   40   21
-95   41   21
-95   42   21
-95   43   21
-95   44   21
-95   45   21
-95   46   21
-95   47   21
-95   48   21
-95   49   21
-95   50   21
-95   51   21
-95   52   21
-95   53   21
-95   54   21
-95   55   21
-95   56   21
-95   57   21
-95   58   21
-95   59   21
-95   60   21
-95   61   21
-95   62   21
-95   63   21
-95   64   21
-95   65   21
-95   66   21
-95   67   21
-95   68   21
-95   69   21
-95   70   21
-95   71   21
-95   72   21
-95   73   21
-95   74   21
-95   75   21
-95   76   21
-95   77   21
-95   78   21
-95   79   21
-95   80   21
-95   81   21
-95   82   21
-95   83   21
-95   84   21
-95   85   21
-95   86   21
-95   87   21
-95   88   21
-95   89   21
-95   90   21
-95   91   21
-95   92   21
-95   93   21
-95   94   21
-95   95   21
-95   96   21
-95   97   21
-95   98   21
-95   99   21
-95   100   21
-94   -100   21
-94   -99   21
-94   -98   21
-94   -97   21
-94   -96   21
-94   -95   21
-94   -94   21
-94   -93   21
-94   -92   21
-94   -91   21
-94   -90   21
-94   -89   21
-94   -88   21
-94   -87   21
-94   -86   21
-94   -85   21
-94   -84   21
-94   -83   21
-94   -82   21
-94   -81   21
-94   -80   21
-94   -79   21
-94   -78   21
-94   -77   21
-94   -76   21
-94   -75   21
-94   -74   21
-94   -73   21
-94   -72   21
-94   -71   21
-94   -70   21
-94   -69   21
-94   -68   21
-94   -67   21
-94   -66   21
-94   -65   21
-94   -64   21
-94   -63   21
-94   -62   21
-94   -61   21
-94   -60   21
-94   -59   21
-94   -58   21
-94   -57   21
-94   -56   21
-94   -55   21
-94   -54   21
-94   -53   21
-94   -52   21
-94   -51   21
-94   -50   21
-94   -49   21
-94   -48   21
-94   -47   21
-94   -46   21
-94   -45   21
-94   -44   21
-94   -43   21
-94   -42   21
-94   -41   21
-94   -40   21
-94   -39   21
-94   -38   21
-94   -37   21
-94   -36   21
-94   -35   21
-94   -34   21
-94   -33   21
-94   -32   21
-94   -31   21
-94   -30   19
-94   -29   16
-94   -28   17
-94   -27   14
-94   -26   14
-94   -25   14
-94   -24   13
-94   -23   13
-94   -22   13
-94   -21   12
-94   -20   12
-94   -19   12
-94   -18   12
-94   -17   12
-94   -16   13
-94   -15   13
-94   -14   13
-94   -13   13
-94   -12   13
-94   -11   13
-94   -10   13
-94   -9   13
-94   -8   13
-94   -7   13
-94   -6   14
-94   -5   14
-94   -4   14
-94   -3   15
-94   -2   15
-94   -1   16
-94   0   21
-94   1   16
-94   2   15
-94   3   15
-94   4   14
-94   5   14
-94   6   14
-94   7   13
-94   8   13
-94   9   13
-94   10   13
-94   11   13
-94   12   13
-94   13   13
-94   14   13
-94   15   13
-94   16   13
-94   17   12
-94   18   12
-94   19   12
-94   20   12
-94   21   12
-94   22   13
-94   23   13
-94   24   13
-94   25   14
-94   26   14
-94   27   14
-94   28   17
-94   29   16
-94   30   19
-94   31   21
-94   32   21
-94   33   21
-94   34   21
-94   35   21
-94   36   21
-94   37   21
-94   38   21
-94   39   21
-94   40   21
-94   41   21
-94   42   21
-94   43   21
-94   44   21
-94   45   21
-94   46   21
-94   47   21
-94   48   21
-94   49   21
-94   50   21
-94   51   21
-94   52   21
-94   53   21
-94   54   21
-94   55   21
-94   56   21
-94   57   21
-94   58   21
-94   59   21
-94   60   21
-94   61   21
-94   62   21
-94   63   21
-94   64   21
-94   65   21
-94   66   21
-94   67   21
-94   68   21
-94   69   21
-94   70   21
-94   71   21
-94   72   21
-94   73   21
-94   74   21
-94   75   21
-94   76   21
-94   77   21
-94   78   21
-94   79   21
-94   80   21
-94   81   21
-94   82   21
-94   83   21
-94   84   21
-94   85   21
-94   86   21
-94   87   21
-94   88   21
-94   89   21
-94   90   21
-94   91   21
-94   92   21
-94   93   21
-94   94   21
-94   95   21
-94   96   21
-94   97   21
-94   98   21
-94   99   21
-94   100   21
-93   -100   21
-93   -99   21
-93   -98   21
-93   -97   21
-93   -96   21
-93   -95   21
-93   -94   21
-93   -93   21
-93   -92   21
-93   -91   21
-93   -90   21
-93   -89   21
-93   -88   21
-93   -87   21
-93   -86   21
-93   -85   21
-93   -84   21
-93   -83   21
-93   -82   21
-93   -81   21
-93   -80   21
-93   -79   21
-93   -78   21
-93   -77   21
-93   -76   21
-93   -75   21
-93   -74   21
-93   -73   21
-93   -72   21
-93   -71   21
-93   -70   21
-93   -69   21
-93   -68   21
-93   -67   21
-93   -66   21
-93   -65   21
-93   -64   21
-93   -63   21
-93   -62   21
-93   -61   21
-93   -60   21
-93   -59   21
-93   -58   21
-93   -57   21
-93   -56   21
-93   -55   21
-93   -54   21
-93   -53   21
-93   -52   21
-93   -51   21
-93   -50   21
-93   -49   21
-93   -48   21
-93   -47   21
-93   -46   21
-93   -45   21
-93   -44   21
-93   -43   21
-93   -42   21
-93   -41   21
-93   -40   21
-93   -39   21
-93   -38   21
-93   -37   21
-93   -36   21
-93   -35   21
-93   -34   21
-93   -33   21
-93   -32   21
-93   -31   21
-93   -30   17
-93   -29   16
-93   -28   18
-93   -27   14
-93   -26   14
-93   -25   14
-93   -24   13
-93   -23   13
-93   -22   13
-93   -21   12
-93   -20   12
-93   -19   12
-93   -18   12
-93   -17   12
-93   -16   13
-93   -15   13
-93   -14   13
-93   -13   13
-93   -12   13
-93   -11   13
-93   -10   13
-93   -9   13
-93   -8   13
-93   -7   13
-93   -6   14
-93   -5   14
-93   -4   14
-93   -3   15
-93   -2   15
-93   -1   16
-93   0   21
-93   1   16
-93   2   15
-93   3   15
-93   4   14
-93   5   14
-93   6   14
