0 1.0025 1.01 1.0225 1.04 1.0625 1.09 1.1225 1.16 1.2025 1.25 1.3025 1.36 1.4225 1.49 1.5625 1.64 1.7225 1.81 1.9025 0 
-0.229676 0.228712 0.509372 0.694931 0.828022 0.931455 1.01792 1.09478 1.1665 1.23589 1.3048 1.3745 1.44587 1.51956 1.59603 1.67565 1.75869 1.84535 1.93581 2.03024 2.12883 
-0.126929 0.125836 0.349154 0.537228 0.694678 0.828277 0.944255 1.04764 1.14231 1.23119 1.31647 1.39981 1.48248 1.56546 1.64949 1.73514 1.82286 1.91298 2.00576 2.10135 2.19985 
-0.10187 0.100746 0.289907 0.462027 0.616737 0.755581 0.880942 0.995383 1.10132 1.20087 1.29586 1.38779 1.47789 1.56717 1.65645 1.74636 1.83742 1.93002 2.02443 2.12083 2.21931 
-0.0906124 0.0894742 0.258827 0.416466 0.562255 0.696822 0.821311 0.937146 1.04583 1.14883 1.24751 1.34307 1.43657 1.52891 1.62084 1.71299 1.80585 1.89981 1.99513 2.09201 2.19053 
-0.0822852 0.0811366 0.234603 0.378305 0.512666 0.638367 0.756303 0.867508 0.973075 1.0741 1.17161 1.26659 1.35988 1.45226 1.54438 1.63677 1.7299 1.8241 1.91963 2.01667 2.11527 
-0.0737799 0.0726207 0.209436 0.337509 0.457716 0.570973 0.678223 0.78042 0.878503 0.973376 1.06589 1.15682 1.24688 1.33668 1.42678 1.51764 1.60963 1.70306 1.79814 1.89503 1.99379 
-0.0636176 0.0624457 0.179239 0.288177 0.390569 0.487604 0.580354 0.669787 0.756773 0.842102 0.926482 1.01055 1.09487 1.17993 1.26618 1.35397 1.44362 1.53538 1.62944 1.72592 1.82489 
-0.0505377 0.0493494 0.140466 0.225027 0.304848 0.381374 0.455759 0.528937 0.601676 0.674623 0.748331 0.823273 0.899863 0.978458 1.05937 1.14287 1.22918 1.31851 1.41103 1.50686 1.6061 
-0.0325445 0.0313337 0.0879164 0.140841 0.192304 0.243707 0.295995 0.34984 0.405746 0.464106 0.525239 0.589408 0.656838 0.727721 0.802225 0.880499 0.96268 1.04891 1.13933 1.23417 1.33375 
2 0.0025 0.01 0.0225 0.04 0.0625 0.09 0.1225 0.16 0.2025 0.25 0.3025 0.36 0.4225 0.49 0.5625 0.64 0.7225 0.81 0.9025 2 
20 1
10 1
