1 0.0025 0.01 0.0225 0.04 0.0625 0.09 0.1225 0.16 0.2025 0.25 0.3025 0.36 0.4225 0.49 0.5625 0.64 0.7225 0.81 0.9025 1 
0.0126927 0.0114608 0.0171209 0.0285408 0.0453271 0.0673218 0.0944514 0.126678 0.163979 0.206343 0.253761 0.30623 0.36375 0.426322 0.493956 0.566662 0.644467 0.727418 0.815621 0.909338 1.00932 
0.0247532 0.0235385 0.0284931 0.0392261 0.055457 0.0770197 0.103817 0.135792 0.172907 0.215141 0.262481 0.31492 0.372457 0.435096 0.502849 0.575737 0.653798 0.737096 0.825739 0.919916 1.01989 
0.040657 0.0394642 0.0441087 0.0544355 0.0702771 0.0915046 0.118028 0.149786 0.186738 0.228857 0.276125 0.328535 0.386084 0.448777 0.516629 0.589662 0.667916 0.751449 0.840345 0.934717 1.03467 
0.0607441 0.0595783 0.064074 0.0741622 0.0897433 0.110726 0.137036 0.168619 0.205435 0.247455 0.294661 0.347043 0.404598 0.467333 0.535259 0.608399 0.686787 0.77047 0.859508 0.953967 1.05389 
0.0851976 0.0840641 0.0884884 0.0984376 0.11385 0.134661 0.160814 0.192262 0.228969 0.270908 0.318061 0.370419 0.427976 0.490738 0.558716 0.631929 0.710405 0.794178 0.883291 0.977784 1.07768 
0.114128 0.113032 0.117428 0.1273 0.142607 0.163304 0.189346 0.220696 0.257321 0.299198 0.346309 0.398644 0.4562 0.518979 0.586989 0.660248 0.738775 0.822598 0.911744 1.00624 1.1061 
0.147607 0.146554 0.150949 0.160785 0.176032 0.196659 0.222629 0.253911 0.290479 0.33231 0.37939 0.431707 0.489258 0.552044 0.620073 0.693355 0.771908 0.85575 0.944904 1.03939 1.1392 
0.185682 0.184678 0.189091 0.19892 0.214143 0.234733 0.260662 0.291904 0.328436 0.370238 0.417296 0.469599 0.527144 0.589931 0.657965 0.731255 0.809813 0.893656 0.982797 1.07725 1.17702 
0.228389 0.227438 0.231885 0.241729 0.256953 0.277535 0.30345 0.334675 0.371191 0.412978 0.460023 0.512318 0.569857 0.632639 0.700669 0.773954 0.852503 0.936329 1.02544 1.11986 1.21957 
0.275748 0.274857 0.27935 0.289228 0.304476 0.325073 0.350997 0.382227 0.418744 0.46053 0.507572 0.559863 0.617395 0.68017 0.748188 0.821458 0.899986 0.983784 1.07286 1.16723 1.26688 
0.327775 0.326949 0.3315 0.341429 0.356721 0.377355 0.403309 0.434563 0.471098 0.512896 0.559945 0.612236 0.669764 0.732527 0.800529 0.873774 0.952271 1.03603 1.12506 1.21937 1.31896 
0.384476 0.38372 0.38834 0.398338 0.413694 0.434386 0.460392 0.49169 0.528258 0.570081 0.617146 0.669443 0.726967 0.789717 0.857695 0.930908 1.00936 1.09307 1.18205 1.27629 1.37581 
0.445848 0.445167 0.449871 0.459955 0.475397 0.496172 0.522251 0.553612 0.590232 0.632093 0.679182 0.73149 0.789011 0.851745 0.919695 0.992868 1.07127 1.15492 1.24383 1.338 1.43744 
0.511881 0.511282 0.516084 0.526277 0.541832 0.562714 0.588893 0.620339 0.657027 0.69894 0.746063 0.798387 0.855906 0.918622 0.986536 1.05966 1.138 1.22157 1.3104 1.40449 1.50385 
0.582554 0.582042 0.586962 0.597295 0.612995 0.634019 0.660325 0.691879 0.728656 0.770635 0.817801 0.870145 0.927663 0.990356 1.05823 1.13129 1.20955 1.29304 1.38177 1.47576 1.57503 
0.657828 0.657409 0.662479 0.672995 0.688886 0.710091 0.736558 0.768248 0.805133 0.847192 0.89441 0.94678 1.0043 1.06696 1.13478 1.20776 1.28593 1.3693 1.45791 1.5518 1.65098 
0.737641 0.737319 0.742593 0.75336 0.769505 0.790942 0.817609 0.849464 0.886478 0.928631 0.975911 1.02831 1.08582 1.14846 1.21621 1.2891 1.36714 1.45037 1.53883 1.63257 1.73165 
0.821878 0.82166 0.827247 0.838378 0.854865 0.876596 0.903505 0.935554 0.972716 1.01498 1.06232 1.11475 1.17227 1.23486 1.30254 1.37531 1.45321 1.53625 1.62449 1.71804 1.81701 
0.910323 0.910213 0.916377 0.928061 0.945002 0.967093 0.994285 1.02655 1.06388 1.10626 1.15368 1.20614 1.26365 1.3262 1.39379 1.46643 1.54414 1.62694 1.71488 1.80809 1.90695 
0 1.0025 1.01 1.0225 1.04 1.0625 1.09 1.1225 1.16 1.2025 1.25 1.3025 1.36 1.4225 1.49 1.5625 1.64 1.7225 1.81 1.9025 1 
20 1
20 1
