1 0.04 0.16 0.36 0.64 1 
0.154541 0.137641 0.235676 0.431603 0.723244 1.12082 
0.295137 0.281054 0.374183 0.568217 0.861262 1.25613 
0.488613 0.4784 0.572958 0.766992 1.05861 1.4496 
0.737365 0.732121 0.833428 1.02935 1.31772 1.70364 
0 1.04 1.16 1.36 1.64 1 
5 1
5 1
